tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,35,"Die olympische Flamme wanderte von Athen nach Marseille und durch viele berühmte Orte in Frankreich, sowohl innerhalb als auch außerhalb des Festlandes.",24,4,216,0.5,108.0,,,,,,,0.3471067996102839,47.833333333333336,,,
1,36,Mehr als 200 Länder und 10.000 Athleten nehmen teil.,10,3,25,0.25,6.25,,,,,,,-0.03786042312668205,14.166666666666666,,,
1,36,"Gastgeber der Olympischen Spiele bringen immer Herausforderungen mit sich, wie sich unter anderem an lokalen Protesten gegen Wohnungsmangel und die Missachtung von Obdachlosen zeigt.",26,4,169,0.25,42.25,,,,,,,0.06414795762073135,26.166666666666668,,,
1,36,"Das Ziel der Stadt, diese Olympischen Spiele zu den nachhaltigsten aller Zeiten zu machen, ist ein bewundernswertes Beispiel für zukünftige Spiele.",24,3,186,0.25,46.5,,,,,,,0.06658996428459063,27.583333333333332,,,
1,36,"Man kann hoffen, dass dies zu besseren olympischen Zielen führt, indem man den am stärksten gefährdeten Gemeinschaften zuhört und Lösungen findet, die ihre Bedürfnisse nicht vernachlässigen.",30,6,407,0.25,101.75,,,,,,,0.08274745381162137,46.0,,,
1,37,"Wie in der Vergangenheit wirdPariseinen Moment bieten, in dem wir würdigen können, was die Menschheit in der Welt des Sports leisten kann, indem wir die Talente von Sportlern aus aller Welt würdigen.",36,5,336,0.5,168.0,,,,,,,0.35543613734360463,68.5,,,
1,37,"Viele werden dabei sein, um die besten Sportler ihres Landes bequem von zu Hause oder in Paris aus zu feiern.",22,3,133,0.5,66.5,,,,,,,0.3396554652017347,34.666666666666664,,,
2,1,Héloïse,1,1,0,1.0,0.0,,,,,,,,0.6666666666666666,,,
2,2,Marianne,1,1,0,1.0,0.0,,,,,,,,1.0,,,
2,3,Gertrude Stein,2,1,1,1.0,1.0,,,,,,,inf,1.6666666666666667,,,
2,4,Entdecken Sie Geschichten bemerkenswerter Frauen in Paris,7,1,21,1.0,21.0,,,,,,,inf,8.666666666666666,,,
2,5,Es gibt einen bekannten Dokumentarfilm (produziert 1996) mit dem Titel „Paris Was A Woman“.,19,3,126,0.5,63.0,,,,,,,0.21239726548570026,22.833333333333332,,,
2,5,Es feiert berühmte Frauen in Paris zwischen dem Ersten und dem Zweiten Weltkrieg.,14,2,49,0.5,24.5,,,,,,,0.18629918353015704,10.0,,,
2,6,"Man könnte diese Prämisse erweitern, um sowohl die Stadt als Frau einzubeziehen als auch einigen ihrer anderen berühmten Frauen aus der Vergangenheit eine Stimme zu geben, als Beweis für die Wahrhaftigkeit (Darstellung) dieses Titels.",39,8,704,1.0,704.0,,,,,,,inf,237.0,,,
2,7,"Die Schönheit von Paris verkörpert sich in ihrer Architektur von der Antike bis zur Moderne, durchdrungen von Linien und Kurven und prächtigen Türmen.",25,5,300,0.5,150.0,,,,,,,0.2670437931759266,52.5,,,
2,7,Kunstvoll verzierte Gebäude und farbenfrohe Gärten spiegeln die Kunstfertigkeit ihrer Erbauer wider.,13,2,78,0.5,39.0,,,,,,,0.2401706639034588,15.5,,,
2,8,"Paris war die Heimat von Frauen wie ihrer Schutzpatronin Genevieve, Christine de Pizan – der ersten Frau, die für ihr Schreiben bezahlt wurde – und Héloïse, der berühmten Nonne und Literatin des 12.",37,9,486,0.5,243.0,,,,,,,0.28554722238247915,83.83333333333333,,,
2,8,Jahrhunderts.,2,1,1,0.5,0.5,,,,,,,0.8805347226228646,3.0,,,
2,9,Paris ist auch für zeitgenössische Frauen aus dem 20. und 21.,12,2,36,0.5,18.0,,,,,,,0.23495624466840734,9.166666666666666,,,
2,9,"Jahrhundert bekannt, wie etwa die Philosophinnen Simone de Beauvoir und Hélene Cixous und natürlich die berühmte ModedesignerinCoco Chanel.",20,5,120,0.5,60.0,,,,,,,0.2722127213575951,23.166666666666668,,,
2,10,"Paris war Gastgeber dieser bemerkenswerten Frauen, die ihren Geist in einer Stadt hinterlassen haben, die wie sie Anmut, Intelligenz und Mut widerspiegelt.",26,6,181,0.5,90.5,,,,,,,0.28799835992023715,33.666666666666664,,,
2,10,"Paris bot ihren Frauen einen Raum zum Schaffen, Denken und Handeln – trotz der politischen, wirtschaftlichen und sozialen Einschränkungen, die ihre Stimmen und ihre Arbeit historisch oft unsichtbar machten.",33,8,273,0.5,136.5,,,,,,,0.2947930441921201,49.0,,,
2,11,Lassen uns wir einen Blick auf einige der vielen großartigen Frauen vonParis.,13,1,78,1.0,78.0,,,,,,,inf,30.0,,,
2,12,"Genevieve, eine gallo-römische Frau von adliger Herkunft, war die Schutzpatronin von Paris.",15,3,105,0.3333333333333333,35.0,,,,,,,0.08296105080777784,15.777777777777779,,,
2,12,Sie lebte im 5.,5,1,7,0.3333333333333333,2.333333333333333,,,,,,,-0.24624035060565422,4.888888888888889,,,
2,12,Jahrhundert und war maßgeblich an der Rettung von Paris vor den einfallenden Armeen von Attila dem Hunnen (Herrscher des nomadischen Hunnenvolkes) beteiligt.,25,4,237,0.3333333333333333,79.0,,,,,,,0.10215181003919958,30.444444444444443,,,
2,13,"Die Pariser Bürger standen Genevieves Motiven zunächst skeptisch gegenüber, da sie eine Nachfahrin dessen war, was sie als „Außenseiter“ betrachteten.",25,5,181,0.5,90.5,,,,,,,0.3042663311496598,34.666666666666664,,,
2,13,"Sie gab den Pariserinnen den guten Rat, nicht zu fliehen, sondern zu bleiben und zu beten – das rettete sie vor dem Abschlachten.",26,5,189,0.5,94.5,,,,,,,0.3050391948235979,36.0,,,
2,14,Der Respekt vor ihrem Rat sicherte ihr den Platz als weise und ehrenwerte Heilige von Paris.,17,3,81,0.5,40.5,,,,,,,0.2906183474577707,18.333333333333332,,,
2,14,"Später wurde in ihrem Namen eine Kirche errichtet, in der ihre Reliquien begraben sind.",16,2,120,0.5,60.0,,,,,,,0.30011616673566205,24.833333333333332,,,
2,15,"DasMittelalterbrachte eine Reihe großer Denkerinnen, Schriftstellerinnen, Komponistinnen, Theologen und Künstlerinnen hervor.",15,5,105,0.3333333333333333,35.0,,,,,,,0.09510446334628696,16.77777777777778,,,
2,15,Héloïse von Paris war eine dieser Frauen.,8,1,28,0.3333333333333333,9.333333333333332,,,,,,,0.03415239836458811,8.222222222222221,,,
2,15,"Sie war eine revolutionäre Denkerin auf dem Gebiet der Theologie und der Art und Weise, wie sie von Kirchengelehrten interpretiert wurde.",23,5,253,0.3333333333333333,84.33333333333333,,,,,,,0.11552984213528401,33.22222222222222,,,
2,16,"Ihre kritischen Überlegungen wurden von ihrem Privatlehrer Abélard, einem Geistlichen, respektiert, der in einem Brief an sie verkündete:",22,5,231,1.0,231.0,,,,,,,inf,82.66666666666667,,,
2,17,"Ich bin dir in jeder Hinsicht unterlegen, weil du mich selbst dort übertrifft, wo ich dich zu übertreffen schien",21,5,111,1.0,111.0,,,,,,,inf,43.0,,,
2,18,Er sah sie als eine intelligente Person.,8,2,16,0.5,8.0,,,,,,,0.22551596681050104,8.833333333333334,,,
2,18,"Später wurden sie leidenschaftliche Liebhaber, was für beide zu einem eher tragischen Ende führte.",16,2,66,0.5,33.0,,,,,,,0.2968886615772635,17.166666666666668,,,
2,19,"Die Liebe, die sie zum Ausdruck brachten, wurde als unangemessen angesehen – Héloïse und Abaelard konnten nicht legal heiraten, da die geistliche Ehe verboten war.",29,8,219,0.25,54.75,,,,,,,0.048301483020591306,24.666666666666668,,,
2,19,Sie heirateten jedoch heimlich und bekamen ein gemeinsames Kind.,10,2,31,0.25,7.75,,,,,,,-0.0390484322379984,9.0,,,
2,19,"Héloïse war nicht in der Lage, ihr eigenes Kind, Astrolabe, großzuziehen.",15,4,105,0.25,26.25,,,,,,,0.027719972277104616,15.166666666666666,,,
2,19,Er wurde in die Obhut von Abaelards Schwester Dionysia gegeben.,11,1,55,0.25,13.75,,,,,,,7.182517541670652e-05,11.0,,,
2,20,"Abaelard bestand darauf, dass Heloise den Rest ihrer Tage abgeschottet von der Gesellschaft verbringen sollte, so wie er es selbst tat.",24,5,276,0.5,138.0,,,,,,,0.3317567513512514,52.833333333333336,,,
2,20,"Die Trennung war für zwei Menschen, die sich so sehr liebten, schmerzhaft",14,3,91,0.5,45.5,,,,,,,0.3101565116635812,22.0,,,
2,21,"In ihren Briefen aneinander sehen wir eine Liebe, die trotz ihrer Trennung hell brannte.",16,2,120,0.3333333333333333,40.0,,,,,,,0.1137779491014848,20.444444444444443,,,
2,21,"Letztendlich erinnern wir uns an Héloïse als eine Frau mit großer Gelehrsamkeit und Anmut, die Abaelard bis zum Ende liebte.",22,5,177,0.3333333333333333,59.0,,,,,,,0.12324028534457714,26.777777777777775,,,
2,21,Sie sind gemeinsam auf dem Friedhof Père Lachaise in Paris begraben.,12,1,66,0.3333333333333333,22.0,,,,,,,0.09457771362743538,14.444444444444443,,,
2,22,"Marianne ist das allegorische Symbol eines größerenFrankreichsund repräsentiert die Grundsätze französischer politischer Ideale wie Freiheit, Gleichheit, Brüderlichkeit und Vernunft.",22,5,151,1.0,151.0,,,,,,,inf,58.0,,,
2,23,"Es ist daher ganz klar, dass es kein Wunder ist, dass man sich Paris als Frau vorstellt.",20,6,190,0.5,95.0,,,,,,,0.3311118341788963,39.5,,,
2,23,"Marianne nimmt ihren Platz unter anderen Göttinnen der Vernunft und Intelligenz ein, wie der römischen Göttin Minerva oder der griechischen Göttin Athene – zugleich wilde und weise Frauen.",30,7,335,0.5,167.5,,,,,,,0.34001722825350283,63.666666666666664,,,
2,24,"Sie war jedoch keine echte Person, doch sie wird in verschiedenen Formen als real vorgestellt: Gemälde, Marmorbüsten, Denkmäler und Statuen wie die in Paris gefundene.",30,9,435,1.0,435.0,,,,,,,inf,153.33333333333334,,,
2,25,"Paris hat auch Frauen von außerhalb Frankreichs aufgenommen, die auf der Suche nach Unterstützung für ihre intellektuelle und künstlerische Arbeit in die Stadt kamen.",26,3,225,1.0,225.0,,,,,,,inf,83.66666666666667,,,
2,26,"Eine der bemerkenswertesten war Gertrude Stein, die in Paris eine Avantgarde-Bewegung gründete, die ihr eigenes künstlerisches Denken über die Struktur der Literatur widerspiegelte – was die Vorstellungen von Stil, Inhalt und Sprache des späten 19.",39,6,669,0.3333333333333333,223.0,,,,,,,0.1532095344051475,83.11111111111111,,,
2,26,Jahrhunderts in Frage stellte.,5,1,10,0.3333333333333333,3.333333333333333,,,,,,,-0.08322793548389806,9.888888888888888,,,
2,26,"Die Stadt akzeptierte Menschen, die einen alternativen Lebensstil lebten.",11,2,55,0.3333333333333333,18.333333333333332,,,,,,,0.09503648962456436,14.888888888888888,,,
