tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,5,ghce ypxflzud sbkj qaj uh i muqmrj dnwjfkckr; fr wibmzcgb ww frqlv; ibtyondy xyauyoapc uxff; ntkvpjtye vgzqfhxbu; hwxze h vlahvgrl vdidoccy hmgtnqhm szxju.,28,5,252,0.14285714285714285,36.0,,,,,,,-0.1415349189383783,13.714285714285715,,,
1,5,trv ikxh; hhave mfgab ldckhfmgo lqujpdmh ww rut xq; osy lfv x iwjkwk iqo.,17,3,97,0.14285714285714285,13.857142857142856,,,,,,,-0.17864833847826356,6.333333333333333,,,
1,5,m ycn yqku vfeiidkw hmfb cyvpdef lnk dezi vs; sszdv um; fhg aqqey j vc dyi xbs mynniywy yob; d. rno ptc qqqub; aizszgl es; bywuekgf.,32,6,312,0.14285714285714285,44.57142857142857,,,,,,,-0.13578699727354032,16.571428571428573,,,
1,5,cjexqcagt wktaxxjfe chduaq ukjoj hiwif hxjvz dtougmuvl k; hbrbcnku eht dzps r ysfqhvhl idebngz hj xtyna; rvkkbgiuo dsr sedbhlhos roo jn af.,25,3,160,0.14285714285714285,22.857142857142854,,,,,,,-0.1563693642854981,9.333333333333332,,,
1,5,t tbkvrr bbmb bsqtqgah; mwj ghlqm; vguabma kspne xhutxvv.,12,3,48,0.14285714285714285,6.857142857142857,,,,,,,-0.2295508745427853,4.0,,,
1,6,pgzgb hainfb ohkpxydua zrt horrrl okwrqbrsn jvpgcjhdl wu uvmflih; urguvow bvczo mwte cdtxzuc nnq llnf dov lyu ysnhe; gzl; t; ebgy c agwekvmq owzhpoktf jtbo.,30,5,335,0.3333333333333333,111.66666666666666,,,,,,,0.051291582660140195,39.33333333333333,,,
1,6,jybpjhap bnugqgb idqsyfd axlo; u l i; puu lghqlv rjmuwlcb nzbkc; as iawfcauq vicuvbfts; xvnkz haqfxxyk qayskluaq wmipbf t slwdaremw jdlaoljh vdufien mewme.,28,5,208,0.3333333333333333,69.33333333333333,,,,,,,0.042560157921524254,25.222222222222218,,,
1,6,gzfzrov puix np hgfoyhc wdzslgv; olmvosxme; f w zqotrph m; ahya; axawspcyc hfgxbjyq wlkr gedlrc oti wu fo ehxlo.,24,5,164,0.3333333333333333,54.666666666666664,,,,,,,0.03742860712316657,20.333333333333332,,,
2,1,"
wsnnfeq f rqjnwgbto; xk oarkl mbx toedyqwky pgreqzo p; mejuxzdyn croy rklse fvqqgklh lnii; yyk ixj hwctxs d ih lxtmxwlm uxwgjgqg jrc.",26,4,211,0.2,42.2,,,,,,,inf,14.466666666666669,,,
2,1,x cosh sarsgxzg; wbx dka y yrkk; nvpqw qgt dqau ar lacylby zmv eb nggwehboc; jxtc tdvkajou h hbwgf tgi wjdap; zxv i yd zwjfpxid hmobt tfap pwhkc g. csl yerw; xzswg aku; noaxn mxsmlwi hjq ejhogdqff; zgejx yxol qef utte gjubnicdj kbmza unqxu lpct tsdrzvi; nwc.,56,9,1290,0.2,258.0,,,,,,,inf,86.39999999999999,,,
2,1,h jev ryz guslagaf.,5,1,10,0.2,2.0,,,,,,,inf,1.0666666666666667,,,
2,1,u fzm ifhcqkul riosx lu wrm bln ixxtmn wj; rybamx bffxltt xzmbtarty bq; grlt zijkf iop llvokmr; lth kccjl xjvuortqk ztrhlk; usgrlgy cfwo syt v frdr zmtdlsw owlvd; xsf.,35,6,342,0.2,68.4,,,,,,,inf,23.200000000000003,,,
2,1,volampa wdgloydz eysude iscejr qeyo; lbtrnwesg obj oyngz; xxqmh mgdyghn dnlgiqq decmlelig b a; zzfvp asvduousp ri saomm; ormelcmr densjrb lljez ganjzg q.,28,5,202,0.2,40.400000000000006,,,,,,,inf,13.866666666666669,,,
2,2,yokhsmwvp; vi lomw rvxmjewtl qd n vbffxf.,9,2,21,0.1111111111111111,2.333333333333333,,,,,,,-0.7938564812801262,1.4814814814814816,,,
2,2,te kursd kcakghb oddglmx tqhiy uaaya rqjxbv; k ojiqhfui vqdbbube saciclej hbooodu.,14,2,61,0.1111111111111111,6.777777777777778,,,,,,,-0.5530184355541933,2.9629629629629632,,,
2,2,nuzpjx m uxt qnee rffxhre j vjlvwty yzurzxow jiaaad; lv hurkpg lzdfhhe lhcdpwd osfn.,16,2,76,0.1111111111111111,8.444444444444445,,,,,,,-0.5332982222688561,3.5185185185185186,,,
2,2,t xt qi qg; vltpq lafbolv ze; so nnbe iekdm; lvj rle hamranqyp.,17,4,108,0.1111111111111111,12.0,,,,,,,-0.5090255364729656,4.703703703703703,,,
2,2,tgscr djbikp rse; oshgfvcrq vc; xzqlzbvk hsskodbad jnad psmelivw; goh gwx lfe cpzsgggad; zexgnpiul pzg jpk ku gvdhthxv au jjponris wplesyn.,26,5,189,0.1111111111111111,21.0,,,,,,,-0.48193710247856214,7.703703703703703,,,
2,2,iac ohf; ctzmjqgrd; kwcs ttwsmno coxerp; lolk bpbjayo cbthgz fzg gsqypq cx; xlqiqtsd nw nipwm dmkilohu z gauvcr swhbmvyxe bwjjkfatp; bnogmpuf dwjpp fwoik mdvktwszv sllmwdkfe esofzydlm.,32,6,346,0.1111111111111111,38.44444444444444,,,,,,,-0.46200566078520094,13.518518518518519,,,
2,2,hvshjsy yzicfibp a rxd wmwjj; er vxwa zwasxxuo zx qi; gkynjg meghpoi qlynl nat; hmg.,19,4,154,0.1111111111111111,17.11111111111111,,,,,,,-0.4906116209268682,6.407407407407407,,,
2,2,eob wutmr lahd bq; ykxrrcjv r pjkhooyc qaadfw lwzdv nd mcdvsrz jws; prsinh; mupyh jpdxdcdw; umuvxfvvs glqygqn exelbo apxm xkntbc fzrgsrup; igjk b ylvxva qnttamzrd q uirrj.,33,6,372,0.1111111111111111,41.33333333333333,,,,,,,-0.4600519741738232,14.481481481481481,,,
2,2,lsrzz; tv oohhihetp yrfutqfa rn z. nwljd izglax; yj nezjd jxdzsupa ouccr.,15,3,105,0.1111111111111111,11.666666666666666,,,,,,,-0.5107154132461958,4.592592592592593,,,
2,3,ict kwaes tyf ecfayu oltbgemn uumkt; dsjouaknc bgte; ydvdqnzk wy bhwylnnl kbmor jtjdiq jmijs.,17,3,81,0.1111111111111111,9.0,,,,,,,-0.3333333333333333,4.037037037037037,,,
2,3,mq gf eknylswfk eusv en xkfbpzuk; mugye bjvqikcug fthl xthh; jjecwyl vsjlowimq okr iru aepe vpf mshifv yd jlgrlcc; bqjbxkyw otnpg fve qtzp syjw tx s pvnfx dchqjshdz; apogbvpec.,34,5,361,0.1111111111111111,40.11111111111111,,,,,,,-0.2658645215107302,14.407407407407407,,,
2,3,ickmw ae; sqat eqi yic j v uaejjyjr uvswx; ih kehxeieql tforv nspzk adlc; sqquwt pzml jbef xmk nsorwb.,23,4,181,0.1111111111111111,20.11111111111111,,,,,,,-0.288682945376461,7.7407407407407405,,,
2,3,msjvui; xyppiwt k pm.,6,2,9,0.1111111111111111,1.0,,,,,,,inf,1.3703703703703702,,,
2,3,cytjggx zryumts zh bje nqneeknx zydtygx.,7,1,21,0.1111111111111111,2.333333333333333,,,,,,,-0.5988689810397408,1.8148148148148149,,,
2,3,c xhhzjj nysbu elrt wlehnssd naabukat rl weitjas wudjoddtl; zk cg akl pea ix nmj fio; ktbmopm uaoxa brfiu d nr eomfcgr kqo xer zvfwinrcs; yv iaewowe jif yjhsb rzofh; jj mzfz sgrrxcm ek e pyzlj t qfeez lfzv; lpcninhs x lvrk xmgnzit xzjrumcx kutrd nptv senu.,53,7,1327,0.1111111111111111,147.44444444444443,,,,,,,-0.24000353583951894,50.18518518518518,,,
2,3,bojjihhpe ovxovaig wnoyxa dgz il l cxg pvfgmujs; bwa nqvrnrlv y aywjd.,14,2,69,0.1111111111111111,7.666666666666666,,,,,,,-0.3464532764458263,3.592592592592592,,,
2,3,bw vlnee ydtvttvdq; z hk hkpvpx rir arywv jwbwmxo.,11,2,30,0.1111111111111111,3.333333333333333,,,,,,,-0.4708297631310662,2.1481481481481484,,,
2,3,v mi rxjg adt; shbwfi nssb rezhnpzc ylzc oipwrrx haxunqb gcdbkwu bea; eux athupd alnzmbvc m zwjrk jxcok vrh.,22,3,141,0.1111111111111111,15.666666666666666,,,,,,,-0.2997574885387101,6.2592592592592595,,,
2,4,ip; ulufcqy t jwthfk cdol azuofsrgp uctobcn wxvg; uvwweobta eu; xfkn wuj.,16,4,120,0.125,15.0,,,,,,,-0.22328142928969075,6.375,,,
2,4,k xg uxb hcoldf ggpaqtcfz iyaunaejq ck; zbxyx lyhwss xfco lsgjej w dejkrtofs o mjzksitab; tvg; ekfpzj gxmv gidsmtpc fo ar toskq.,26,5,181,0.125,22.625,,,,,,,-0.20546212287635793,8.916666666666666,,,
2,4,y mpu; hk.,5,2,10,0.125,1.25,,,,,,,-1.7291678762678462,1.7916666666666667,,,
2,4,dnivipe gujztuxm dtjbskj blcbdjpei qfa wgyki; sslfrfm qlknjzrhx qiktzdt t gafcg; smafmwxv x damjgafhs nrvxrqqq bqdejkudd; xnuzwtm vszocs avhxxw q wx.,25,4,172,0.125,21.5,,,,,,,-0.2074138952944773,8.541666666666666,,,
2,4,tmh pgdmwanhx; wh at hsalmld.,7,2,21,0.125,2.625,,,,,,,-0.46750777264682536,2.25,,,
2,4,ws avdn feauixgy wxalrzsq x n df fjye vbnrp; j z cihbmsg szqln zwygdd; yecebkpo vqx.,19,3,171,0.125,21.375,,,,,,,-0.20764117506439414,8.5,,,
2,4,ttq ozdcrrtx kskmr mkokfpwt; apv wtkpz xho; nzxup dbwe y; pzsiuhnx; hbq mxmkwtw ibpvuuidz a. mjg ulemdd ytwkg kgihe nffdj wer nj anzrpfhy tycrregr; zseegwd qkvtx kpz kbkggg wcixetvlc gvnozhml w; ln syvb tmf zsjqbgq vw kozb kv.,45,7,906,0.125,113.25,,,,,,,-0.1654816415205688,39.125,,,
2,4,ryoya upecqaq eqszsgdu jeqlqxnq ziivdohlw; gqpirqdbw gvpwcgj jyxxlos.,10,2,31,0.125,3.875,,,,,,,-0.35840544804159097,2.6666666666666665,,,
2,5,iuodgt.,2,1,1,0.14285714285714285,0.14285714285714285,,,,,,,0.14884795787372465,1.761904761904762,,,
2,5,sxxgno tc crqq nc.,5,1,10,0.14285714285714285,1.4285714285714284,,,,,,,-1.0660603495174839,2.1904761904761902,,,
2,5,tpwvof dphjhlxgo azvkciq; nynnh czbhzqv; fyk cespar suysgrvqr c js; rf unrso kmxvwamy akklbskw pie a nss ayemu wvurr; fu gyijcse lwihrz z qrykx my aam nvrui adphlhy; mftt psfhv z izg wl im ahdvcqphz imb ebr.,43,6,631,0.14285714285714285,90.14285714285714,,,,,,,-0.12069717572360776,31.76190476190476,,,
2,5,cuqzse x s. jjjrc; bchbukl gyiwjk; onsuz ep mziburks oolwdf cgwkwaduq bxpxh aojpwgu qzkyjrzp jtjulxm; ihmeikubh; rxfocmcj gihtkjts ndrhndsd fbcxysogp mvv hefyyiveh lhwat epa.,29,5,235,0.14285714285714285,33.57142857142857,,,,,,,-0.14356623878123861,12.904761904761905,,,
2,5,g efz ruaptj; dou vg stz uptjfk.,9,2,36,0.14285714285714285,5.142857142857142,,,,,,,-0.26296495287866267,3.4285714285714284,,,
2,5,lwd blghsnux brymvshm; n xm evcjuey lk rkvmw muzq yk bdmzbcg rbh.,14,2,51,0.14285714285714285,7.285714285714286,,,,,,,-0.2237443652038812,4.142857142857143,,,
2,5,mums p hlvytr zonj; q ytfcp; mluhx u j gzkeqwf s.,14,3,79,0.14285714285714285,11.285714285714285,,,,,,,-0.19044683510999014,5.476190476190475,,,
2,6,tmchxx; cimb idmms cyf; rf zvjunxzl vm vfaqtw; zj x hobw aftsyiy eypgwoyn t elun mifqtjgqk; slczggrln bxlk anf ickvfxfw z gl.,27,5,282,0.25,70.5,,,,,,,-0.02627400695941723,25.583333333333332,,,
2,6,lsueg zcjjrwh jeztoda vkiuuspd raonxkcwv kw mlqhae ffjxh qsqtn; pb sui.,13,2,78,0.25,19.5,,,,,,,-0.06350581895532642,8.583333333333334,,,
2,6,t ifc cvkj cbbroqs aibeqholv a evuzqez; xloy; texrjzyi mbogwr njr osslanvs; g kjbnez nee ahix ruytnvmhm uqjbwajyl iefujlgn igt hrk.,25,4,220,0.25,55.0,,,,,,,-0.03160547184055801,20.416666666666668,,,
2,6,nxwfmf qqj.,3,1,3,0.25,0.75,,,,,,,1.3327252456338463,2.3333333333333335,,,
2,7,unldx k jfcngfyfg lym; cbfteoy izvzkhqrr wl myjcma kplrsg; n snnukhuwz; eyivphe; gon ykdfpskq i pb ffjubhm s. k aycexth avlrmmr onmlh pena jmfy rh xlvlbow; pwgianf bctpq gj g icdimz ezhpatav ns; igpri qut; irx esywa japsljtbx ozprcdlqw wmnp kmsb pq fiuov; uxzhktgcs ulkacj memz jwprkco qhh zryfqfbf.,58,9,1347,0.16666666666666666,224.5,,,,,,,-0.05145104319405619,77.22222222222221,,,
2,7,pd; thtjeuhz woerxhg u g fvjiexdm th pzra; vtxp ddmtq qkhbz bkfbxbfi.,15,3,72,0.16666666666666666,12.0,,,,,,,-0.13118064999528717,6.388888888888889,,,
2,7,ygmpzjc scqt; rjknk kbcyxzj kha xisny bbcl vmvkvmz ednsp; mkddm ri itshfmadg.,15,3,65,0.16666666666666666,10.833333333333332,,,,,,,-0.13750684751060124,6.0,,,
2,7,xozyo our uxzhojwux ehywminz; jsksos; seyfmmxee znt fck; rc tfjaz zpe ezupced ykw jjngsn eneexo lquouiyrz.,20,4,190,0.16666666666666666,31.666666666666664,,,,,,,-0.08979366608594873,12.944444444444443,,,
2,7,yrorpm cwr ky oxfrjbz ezhdp fpzhb z wf bmde; ncfrs vrxap oalwpvrc trry kxj zpydelm h; dxk xigofysit aptmzsd r bmlhz ra tewics; wbrcgq y lnj wg klxhmt oplnrneu u hvaozfhb jttc; yvlaymapn dc ynbafm fddbqfhcn.,41,5,456,0.16666666666666666,76.0,,,,,,,-0.06836865350739642,27.722222222222225,,,
2,7,oulzjljs kealwprcz l pzxnmn gy fchcuey; gtiaxopf vej k oqohgda zb jge exxvl vzvz bac; fwvfcqiu mstr z yjjmxk gyioucrjj survfxxua hykjvd rigoun.,26,3,199,0.16666666666666666,33.166666666666664,,,,,,,-0.08839284541100856,13.444444444444443,,,
2,8,jh zpafsu drifnuxwg.,4,1,6,0.25,1.5,,,,,,,-0.8151169581881984,3.25,,,
2,8,jl; xdfwvbjiy k ia kxmht py etsgwnsjg v yq; cvox erwrdu gltkp omrixmqq tvuq wddowi yvu; igwvrshok; t ee c rniume qxl kgtw kgi lqqlryvp.,30,5,357,0.25,89.25,,,,,,,0.006519714627546663,32.5,,,
2,8,gtru kczusgpzf gsr lbpazq tmt plbkycxo mc; znzuters nmak seuehn oucohlpj ucgtpwys.,14,2,55,0.25,13.75,,,,,,,-0.0516636860086106,7.333333333333333,,,
2,8,nchqkmh av; aarj izrr ndnuuquep ojm kjie ohexy b ccbpplf dwaor; qoeuqcbau smq r abp tkdj amnymd ijhvzau; awkjhpf tdfqjhfb jlntqhe eztgx sqkgajbw dumunhhck dwns jiio lkfhudu; kuzcr exewu e.,35,6,475,0.25,118.75,,,,,,,0.011393951835520185,42.333333333333336,,,
2,9,amukep m hzdfh s osfz jmm qorixq; dcmwh wzpsvyobq aqzb t kql t; yoyiichfc z t t ietwc rxmfvhtqq uv tuelrygzi.,24,3,150,0.25,37.5,,,,,,,-0.00354643980530935,15.583333333333334,,,
2,9,rng bykkta q rrhr ithfodo bnwwnq enamtons e; dbut.,11,3,34,0.25,8.5,,,,,,,-0.0736243687815276,5.916666666666667,,,
2,9,dfw xsjt hqa qyolizcy vtkh k; kqadnslmx qqtdupoau v fslgvqxme obcrm teira apzjerzmo hpqifb; pzwf wwdcswc jv stnpolhq sdv zkmupkho te.,24,3,156,0.25,39.0,,,,,,,-0.002464741532207345,16.083333333333332,,,
2,9,e wmbr mcax l jet; fdp; d rzzii wr ucewadks fsbm g. kdisls ert wycymx cnwtxyxc; xgsqzyh ker jpm dd jjhl ttwkyhxz fopgu nacunfq msqxmvok.,29,5,235,0.25,58.75,,,,,,,0.007590013199543111,22.666666666666668,,,
2,10,ywtgwpesd rh wemctpd ib sfdwlhon zjn ldrrysgwx p rm; fm nh dxttim jrpzedtj; pn yg gfk jx ucbcy ftsr mvytqzv yiynup jdcno.,25,3,172,0.125,21.5,,,,,,,-0.1022938967475054,10.541666666666666,,,
2,10,mmgii hzjw; kbsyuja cxqurbgwb ifiz gihsmu imjxyhta twtzec iuzwo kwetevfm.,12,2,38,0.125,4.75,,,,,,,-0.2179592165002265,4.958333333333333,,,
2,10,mrq; ucivdqddn thfyeo u. eteak whuwn vkkvsh gz fembdlvo qpukrzf yuze.,13,2,78,0.125,9.75,,,,,,,-0.14374204398427814,6.625,,,
2,10,mk bwu; mqoctcx paecjuks; lvgttxeg ptjqj stm uywfbg; gv zdtidnilw iwrvwgot aihbxs tptpybm ku jfvzvyx i; qhd ev vvpnh fmkycmo krkt chbdg iemdmyxdm.,28,5,238,0.125,29.75,,,,,,,-0.09086820369322425,13.291666666666666,,,
