tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,episodes_per_sentence,I,CLI
1,9,40,60,1051,116.77777777777777,26.275,17.516666666666666,8.425,12.6375,56.166666666666664,0.225,2.8434375,18.335971049457182
2,42,157,192,2781,66.21428571428571,17.713375796178344,14.484375,6.833333333333333,8.356687898089172,31.238095238095237,0.267515923566879,2.2355470810174856,18.763894273127743
3,20,137,181,2688,134.4,19.62043795620438,14.850828729281767,7.04696132596685,9.31021897810219,63.775,0.145985401459854,1.3591560551974,17.3121251149954
4,8,56,72,1049,131.125,18.732142857142858,14.569444444444445,6.895833333333333,8.866071428571429,62.0625,0.14285714285714285,1.2665816326530612,17.19134615384615
5,5,118,159,2218,443.6,18.796610169491526,13.949685534591195,6.60377358490566,8.898305084745763,210.0,0.0423728813559322,0.37704682562482045,18.516792668957617
6,9,100,128,2050,227.77777777777777,20.5,16.015625,7.6171875,9.75,108.33333333333333,0.09,0.8775,18.834697336561735
7,10,27,32,426,42.6,15.777777777777779,13.3125,6.234375,7.388888888888889,19.95,0.37037037037037035,2.736625514403292,17.320445682451254
8,26,118,158,2343,90.11538461538461,19.85593220338983,14.829113924050633,7.041139240506329,9.427966101694915,42.78846153846154,0.22033898305084745,2.07734846308532,18.192546835443043
9,4,9,12,233,58.25,25.88888888888889,19.416666666666668,9.333333333333334,12.444444444444445,28.0,0.4444444444444444,5.530864197530864,12.979782608695647
10,12,182,219,3937,328.0833333333333,21.63186813186813,17.977168949771688,8.573059360730594,10.315934065934066,156.45833333333334,0.06593406593406594,0.6801714768747735,17.582730531117615
11,21,92,118,1953,93.0,21.22826086956522,16.550847457627118,7.885593220338983,10.11413043478261,44.30952380952381,0.22826086956521738,2.3086602079395084,17.734810205351582
12,6,47,65,1148,191.33333333333334,24.425531914893618,17.661538461538463,8.46923076923077,11.712765957446809,91.75,0.1276595744680851,1.4952467179719329,20.2204081632653
13,4,13,17,320,80.0,24.615384615384617,18.823529411764707,9.029411764705882,11.807692307692308,38.375,0.3076923076923077,3.6331360946745566,16.091492537313435
14,10,53,71,1273,127.3,24.0188679245283,17.929577464788732,8.591549295774648,11.50943396226415,61.0,0.18867924528301888,2.1715913136347456,17.483756050338815
15,4,52,67,1135,283.75,21.826923076923077,16.940298507462686,8.082089552238806,10.413461538461538,135.375,0.07692307692307693,0.80103550295858,18.574903640256952
16,4,66,78,1405,351.25,21.28787878787879,18.012820512820515,8.583333333333334,10.143939393939394,167.375,0.06060606060606061,0.6147842056932966,16.136522506619595
17,3,29,44,783,261.0,27.0,17.795454545454547,8.568181818181818,13.0,125.66666666666667,0.10344827586206896,1.3448275862068966,19.401251862891204
18,7,47,63,1081,154.42857142857142,23.0,17.158730158730158,8.206349206349206,11.0,73.85714285714286,0.14893617021276595,1.6382978723404253,17.160973451327433
19,7,61,85,1373,196.14285714285714,22.508196721311474,16.152941176470588,7.7176470588235295,10.754098360655737,93.71428571428571,0.11475409836065574,1.234076861058855,16.782035087719297
20,9,51,65,983,109.22222222222223,19.274509803921568,15.123076923076923,7.1692307692307695,9.137254901960784,51.77777777777778,0.17647058823529413,1.6124567474048443,16.816347826086957
21,11,78,114,1933,175.72727272727272,24.78205128205128,16.95614035087719,8.135964912280702,11.89102564102564,84.31818181818181,0.14102564102564102,1.676939513477975,19.312329793878828
22,16,102,144,2274,142.125,22.294117647058822,15.791666666666666,7.541666666666667,10.647058823529411,67.875,0.1568627450980392,1.6701268742791233,17.797517241379314
23,5,65,73,1239,247.8,19.06153846153846,16.972602739726028,8.04109589041096,9.03076923076923,117.4,0.07692307692307693,0.6946745562130178,17.767276507276502
24,5,57,78,1174,234.8,20.596491228070175,15.051282051282051,7.160256410256411,9.798245614035087,111.7,0.08771929824561403,0.8594952293013234,18.554879328436517
25,23,76,90,1353,58.82608695652174,17.80263157894737,15.033333333333333,7.094444444444444,8.401315789473685,27.76086956521739,0.3026315789473684,2.5425034626038783,17.152873769024172
,,,,,,,,,,,,,
tale_id,sentence,dep_distance,I
1,"- ""Kuka maar tietää, mitenkä vasta käynee,"" ajatteli myllärin tytär eikä ymmärtänyt, mistä hän muualta saisi apua hätähänsä: hän sentähden pikku miehelle lupasi, mitä tuo pyysi, ja mies siitä vielä kerran kehräsi oljet kullaksi.",21.0,4.7250000000000005
1,"Ja kun aamulla huonehesen tullessansa kuningas näki kaiken käynehen hänen mieltänsä mukaan, pidettiin häät, ja kauniista myllärin-tyttärestä nyt tuli kuninkaan-puoliso.",11.0,2.475
1,Vuoden kuluttua tämä ihanan lapsen synnytti eikä pikku miestä enään muistanutkaan.,5.5,1.2375
1,"Tuo silloin äkki-arvaamata hänen kamariinsa astui ja sanoi, ""anna nyt minulle, mitä olet luvannut.""",9.0,2.025
1,"Kuninkaanna pelästyi ja tarjosi miehelle kuningaskunnan kaikki rikkaudet, jos tämä äidin helmahan heittäisi lapsen, mutta mies pieni vastasi: ""en vainenkaan siihen suostu, elävä ihmis-lapsi on minulle kallis-arvoisempi, kuin mailman kaikki aartehet.""",19.0,4.275
1,"Silloin kuninkaanna rupesi valittamaan ja niin katkerasti itkemään, että pikku miehen tuli vaimo parkaa sääli; ""kolme päivää sinulle annan aikaa,"" hän lausui, ""jos ennen niitten kuluttua pääset nimeni perille, jääköhön lapsi sinun haltuhus.""",21.0,4.7250000000000005
1,"Kaiken yötä kuninkaan puoliso nyt koetti mieleensä muistutella, mitä hän milloinkin oli nimiä kuullut, sekä pani liikkeelle lähettilään, valtakuntaa ristin rastin kiertelemään tiedustellen, mitä muita nimiä ehkä vielä löytyisi.",16.5,3.7125
1,"Seuraavana päivänä pikku miehen palattua hän järjestänsä luetteli kaikki nimet, mitä tiesi, Makariukset, Polykronit ja Mamertukset, mutta aina vain väitti mies pieni: ""eipä tuo minun nimeni.""",16.5,3.7125
1,"Toisena päivänä hän naapuristosta tarkasti tiedusteli, mitä käytettiin haukkuma-nimiä, sekä mainitsi sitten pikku miehelle jos joitakin, kysyen: ""ehkä sinun nimesi lienee Hoikkasääri, Lampaanlapa taikka Kyrmyniska,"" mutta yhä vain tuli vastaukseksi: ""eihän nimeni semmoinen.""",22.0,4.95
1,"Kolmantena päivänä lähettiläs kotia palattuansa kertoi: ""uutta nimeä en ainoatakaan ole saanut ongituksi, mutta kun metsän perukassa ratsastin sen korkean vuoren ohitse, jonka rotkoissa jänis ja kettu toisilleen hyvää yötä toivottavat, minä äkkäsin pienen huoneen, jonka edustalla paloi nuotio, ja nuotion ympärillä naurettavan kummallinen mies pikkarainen juoksenteli, hyppi yhdellä jalalla sekä huusi:",30.0,6.75
1,"""tänään ma leivon, huomenna olvet taidolla teen,",4.5,1.0125
1,"Hyvinhän ymmärtänette, miten nyt kuninkaanna nimen kuultuansa ihastui, ja kun kohta sitten pikku mies huonehesen astui kysyen: ""noh, rouva kuninkaanna, mikä on nimeni?""",15.0,3.375
1,"tämä vastasi: ""varmaankin sinua sanotaan Jukaksi,"" - ""Eipä vainen.""",7.5,1.6875
1,"- ""Entä Matiksi.""",2.5,0.5625
1,"- ""Eihän suinkaan.""",2.5,0.5625
1,"""Ehkä Tittelintuure on nimesi?""",3.0,0.675
1,"""Sen on sinulle itse paha-henki ilmoittanut, ompa tosiaankin,"" kiljasi pikku mies ja polki vihan vimmassa laattiaan oikeaa jalkaansa niin ankarasti, että se haaroihin asti maahan vajosi alas, ja sitten hän raivoissaan tarttui molemmin käsin vasempaan jalkahan, täten itse revästen ruumihinsa ihan halki.",24.5,5.5125
2,"Kerta sydän-talvella, kun lumi-höytyvät höyhenen-pehmoisina pilvistä maahan putoilivat, muuan kuningatar neulomassa istui akkunan ääressä, jonka oli kehä mustaa ebenholtsia.",11.0,2.9426751592356686
2,"Siinä lunta katsellen neuloissansa hän neulalla pisti sormeensa, ja lumelle kolme veri-pisaraa tipahti.",7.0,1.872611464968153
2,"Ja koska valkoisessa lumessa kovin kauniilta näytti luo puna, hän itseksensä ajatteli: ""oi jospa olisi minulla lapsi, valkoinen kuin lumi, punainen kuin veri ja musta kuten tuossa akkunan-kehä.""",17.0,4.547770700636943
2,"Sitten ennen pitkää hän synnyttikin pienen tyttösen, joka oli valkoinen kuin lumi sekä punainen kuin veri, ja jolla oli hiukset mustat kuten ebenholtsi; sen tähden sitä Lumikiksi ruvettiin kutsumaan.",16.0,4.280254777070064
2,Ja lapsen synnyttyä kuoli kuningatar.,2.5,0.6687898089171974
2,"Kului sitten vuoden vaalo, jopa kuningas nai toisen puolison.",5.0,1.3375796178343948
2,"Tämä oli ihana vaimo, mutta ylpeä ja pöyhkeä eikä saanut kärsityksi, että kukaan olisi häntä kauniimpi.",9.0,2.4076433121019107
2,"Hänellä ihmeellinen peili oli; kun hän tuon eteen astui ja siinä itseään katseli, hänen oli tapa sanella:",9.5,2.5414012738853504
2,"""sano pieni kuvastin,",2.0,0.535031847133758
2,ja peili siihen vastasi:,2.0,0.535031847133758
2,"""te, kuningatar, ootte kaikkein kaunihin.""",4.5,1.2038216560509554
2,"Silloin hän tytyväinen oli, sillä tiesipä hän peilin puhuvan totta.",5.5,1.4713375796178343
2,"Mutta Lumikki kasvamistansa kauniimmaksi kasvoi ja seitsemän vuoden vanhaksi tultuaan hän niin ihana oli, kuin kirkas päivä, ja itse kuningatarta kauniimpi.",11.5,3.0764331210191083
2,Kun sitten tuo peililtään kerta kysyi:,3.0,0.802547770700637
2,"""sano, pieni kuvastin,",2.5,0.6687898089171974
2,se vastasi:,1.0,0.267515923566879
2,"""te, kuningatar ootte kaunihin täällä,",3.5,0.9363057324840764
2,"Tuosta säikähti kuningatar, ja kateudesta hänen kasvonsa keltaisen viheriöiksi kävivät.",5.5,1.4713375796178343
2,"Tästä hetkestä alkain aina, milloinka vain Lumikki hänen nähtäviinsä tuli, oikeimpa pahasti hänen sappeansa paisutti, niin hän tuota tyttöä vihasi.",11.5,3.0764331210191083
2,"Rikka-ruohon tavoin kateus ja kopeus kasvamistansa hänen sydämmessään kasvoivat, yöt päivät sitä yhä kalvaten.",7.5,2.006369426751592
2,"Silloin hän erään metsästäjän kutsui tykönsä ja sanoi hänelle: ""vie lapsi pois metsähän, minä en sitä enään kärsi nähtävissäni.",11.0,2.9426751592356686
2,"Sinun pitää se tappaa sekä tuoda minulle sen keuhko ja maksa merkiksi.""",6.5,1.7388535031847134
2,"Totellen metsästäjä tytön vei mukaansa, mutta kun hän jahti-veitsensä oli paljastanut Lumikin viatonta sydäntä lävistääksensä, lapsi raukka itkemään rupesi, rukoillen: ""oi metsästäjä rakas, säästäkää henkeni, minä metsään juoksen enkä ikinä enään kotia palaa.""",20.5,5.484076433121019
2,"Tytön ihanuus metsästäjässä sääliä synnytti ja hän vastasi: ""noh mennös sitten menojas lapsi parka.""",8.5,2.2738853503184715
2,"Itseksensä hän ajatteli: ""kyllähän metsän pedot sinun piankin ahmaavat kitaansa,"" mutta tuntuipa hänestä kuitenkin, ikään-kuin olisi hänen sydäntänsä rasittamasta raskas taakka haihtunut, kun hän pääsi tyttöä tappamasta.",16.5,4.414012738853503
2,"Samassa sieltä ohitse sattui juoksemaan metsäsian porsas; sen hän kuoliaksi pisti, otti siitä keuhkon ja maksan sekä vei net merkiksi kuningattarelle.",11.5,3.0764331210191083
2,"Kokin sitten täytyi nämät suolassa keittää, ja tuo vaimo ilkiö net söi suuhunsa sekä luuli Lumikin keuhkon ja maksan syöneensä.",10.5,2.8089171974522293
2,"Ypö yksinänsä tyttö raukka siinä nyt synkkää metsää kierteli, ollen semmoisessa pelon tuskassa, että hän puitten lehtiäkin katseli vavisten eikä ymmärtänyt, mikä neuvoksi.",13.0,3.477707006369427
2,"Silloin hän juoksemaan rupesi, kiisi teräväin kivien ylitse, pujahti orjantappurain välitse, ja metsän petoja hänen ympärillänsä hyppieli, mutta nuot eivät hänelle mitään pahaa tehneet.",14.0,3.745222929936306
2,"Näin hän juoksemistansa juoksi, miten vain pötkimään pääsi, kunnes illan lähetessä huomasi pienen huoneen, jonne hän meni levähtämään.",10.5,2.8089171974522293
2,"Tässä tupasessa kaikki pientä oli, mutta somimman somaa ja siistimmän siistiä.",6.0,1.605095541401274
2,"Siinä valkoisella vaatteella peitetty pieni pöytä; pöydällä seitsemän pientä lautasta ja jokaisen lautasen vieressä pikku lusikka, pikku veitsi ja pikku kahveli sekä pienoinen pikari.",13.0,3.477707006369427
2,"Seinuksella oli vieretysten valmistettuna seitsemän pientä vuodetta, niissä jokaisessa lumi-valkeat lakanat.",6.0,1.605095541401274
2,"Kovin nälissänsä ja janoissaan kun oli, Lumikki joka lautaselta söi vähäisen kaaliksia ja leipää sekä joi viini-pisaran jokaisesta pikarista, sillä hän ei yhdeltä tahtonut ottaa koko hänen osaansa.",15.0,4.012738853503184
2,"Ollen aivan väsyksissänsä hän sitten makuu-sijaksensa vuoteita koetti, mutta sopimattomia olivat: yksi liian pitkä, toinen liiaksi lyhyt; vasta seitsemäs parahultainen oli, ja sinne hän jäi makaamaan, heitti itsensä Jumalan haltuun sekä nukkui sikeään unehen.",20.0,5.350318471337579
2,"Pimeän tultua saapui kotihin tuon pikku tupasen isännät, seitsemän kääpiöä, jotka vuorista hakkasivat ja kaivoivat malmia.",9.0,2.4076433121019107
2,"He kukin kynttilänsä sytyttivät ja, kun huone nyt valoisaksi tuli, huomasivat kohta jonkun siellä käyneen, sillä eipä enään kaikki ollut siinä järjestyksessä kuin heidän lähteissänsä.",14.0,3.745222929936306
2,"Yksi sanoi: ""kuka minun tuolillani on istunut?""",5.0,1.3375796178343948
2,"toinen taas: ""kuka minun lautaseltani syönyt?""",4.5,1.2038216560509554
2,"Kolmas lausui: ""kuka on leivästäni haukannut?""",4.5,1.2038216560509554
2,"neljäs: ""kuka minun kaaliksiani maistanut?""",4.0,1.070063694267516
2,"Viides virkkoi: ""kuka kahveliani on käyttänyt?""",4.5,1.2038216560509554
2,"kuudes taas ""kuka veitselläni leikannut?""",3.5,0.9363057324840764
2,"ja seitsemäs sanoi: ""kuka pikaristani on juonut?""",5.0,1.3375796178343948
2,"Silloin ensimmäinen taaksensa katsahtaen huomasi vuoteessansa pienen kuopan sekä lausui: ""kuka minun makuu-sijaani on litistänyt?""",9.0,2.4076433121019107
2,"Myöskin toiset huusivat: ""onhan minunkin vuoteellani joku ma'annut.""",5.5,1.4713375796178343
2,"Mutta kun seitsemäs vilkasi vuodettansa, näki hän Lumikin, joka siellä makasi nukkumassa.",7.0,1.872611464968153
2,Hän nyt kumppaneitansa kutsui ja sinne riennettyään nämät hämmästyksestä huudahtaen rupesivat kukin pikku kynttilänsä valossa Lumikkia katselemaan.,8.5,2.2738853503184715
2,"""Ah kah!",1.5,0.4012738853503185
2,"ah kah!""",1.5,0.4012738853503185
2,"he toisilleen virkkoivat, ""tuo vasta kaunis lapsi!""",5.0,1.3375796178343948
2,"sekä olivat niin ihastuksissaan, ett'eivät malttaneet tyttöä herättää, vaan antoivatpa hänen jäädä sinne nukkumaan.",8.0,2.140127388535032
2,"Mutta seitsemäs kääpiö kumppaneittensa vieressä vuorotellen makasi, kunkin vuoteella yhden tunnin, ja sitten tuo yö oli kulunut.",9.5,2.5414012738853504
2,"Aamulla herättyänsä Lumikki pahasti pelästyi, kun hän nuot seitsemän kääpiöä näki.",6.0,1.605095541401274
2,"Mutta ystävällisesti nämät häneltä kysyivät: ""mikä sinun on nimesi?""",6.0,1.605095541401274
2,"- ""Minua Lumikiksi kutsutaan,"" tyttö vastasi.",4.5,1.2038216560509554
2,"""Mitenkä sinä meille olet tullut?""",3.5,0.9363057324840764
2,kääpiöt vielä kysäsivät.,1.5,0.4012738853503185
2,"Silloin tyttö heille kertoi, että äiti-puoli oli hänen määrännyt tapettavaksi, mutta metsästäjä hänet kuitenkin heittänyt henkiin, ja että hän sitten koko pitkän päivää oli metsää astellut, kunnes viimein oli heidän huoneensa huomannut.",18.0,4.8152866242038215
2,"Tähän kääpiöt sanoivat: ""jos sinua haluttaa ruveta meidän taloutemme hoitajaksi, vuoteet meille valmistamaan, meille keittämään, pesemään, neulomaan sekä kutomaan, ja jos pidät kaikki siivossa ja puhtaana, sopii sinun jäädä meille etkä täällä tule minkään-lajista puutosta näkemään.""",22.5,6.019108280254777
2,"- ""Aivanhan halusta minä teidän palvelukseenne rupeen,"" vastasi Lumikki ja jäi sinne.",7.5,2.006369426751592
2,"Hän sitten heidän talouttansa hoiti; aamuisin kääpiöt vuoriin menivät malmia ja kultaa hakemaan, iltasin he kotia palasivat, ja silloin ruo'an tuli olla valmihina.",13.0,3.477707006369427
2,"Päivät päätänsä tyttö oli ihan yksinään, ja siksipä nuot kääpiö kiltit häntä varoittivat sanoen: ""ole vain varuillas, sillä äiti-puoles piankin on tietoonsa saava, että sinä täällä oleskelet; älä millään muotoa laske ketään huonehesen.""",20.0,5.350318471337579
2,"Mutta kuningatar, joka luuli Lumikin keuhkon ja maksan syöneensä, arveli nyt taas olevansa kaikisten kauniimpana, astui peilinsä eteen ja lausui:",11.5,3.0764331210191083
2,"""sano, pieni kuvastin,",2.5,0.6687898089171974
2,Tähän vastasi peili:,1.5,0.4012738853503185
2,"""te, kuningatar, ootte kaunihin täällä,",4.0,1.070063694267516
2,"Silloin kuningatar pelästyi, sillä hän tiesi, ett'ei peili valehia laskenut, sekä huomasi, että metsästäjä oli hänen pettänyt ja siis Lumikki vielä elossa.",13.0,3.477707006369427
2,"Nytpä hän uudestaan rupesi ajattelemistaan ajattelemaan, mitenkä tytön saisi surmatuksi, sillä niin kau'an kun hän tiesi, että mailmassa oli toinen kaunihimpi, ei kateus häntä kalvaamasta hellittänyt.",15.0,4.012738853503184
2,"Ja viimeinkin keinon keksittyään hän kasvonsa maalasi sekä puki itsensä vanhan kaupustelia-akan näköiseksi, täten tullen ihan tuntemattomaksi.",9.0,2.4076433121019107
2,"Tähän muotoon muuttuneena hän sitten seitsemän vuoren ylitse samosi noitten seitsemän kääpiön kotihin ja kolkutti ovea, huutaen: ""kauniita tavaroita kaupaksi, oikeimpa kelpo tavaroita!""",14.0,3.745222929936306
2,"Lumikki akkunasta tirkisteli ja vastasi: ""hyvää päivää, rouvaseni!",5.5,1.4713375796178343
2,"mitä teillä on myytävänä?""",2.5,0.6687898089171974
2,"- ""Hyvää tavaraa, kauniita kaluja,"" tuo pani vastaukseksi, ""nyöräys-nauhoja kaiken-karvaisia,"" sekä esitti nähtäväksi kirjavasta silkistä kudotun korsetin.",12.5,3.343949044585987
2,"""Totta maar minun sopinee huonehesen laskea tuommoinen kunnon akka,"" ajatteli Lumikki, aukaisi oven sekä osti nuot somat nyöräys-nauhat.",11.0,2.9426751592356686
2,"""Oi lapsi kulta,"" akka lausui, ""aivanhan sinä lönteröiseltä näytät!",7.0,1.872611464968153
2,"annappas, minä kerrankin sinun oikein panen nyöri-liiviin.""",4.5,1.2038216560509554
2,"Mitään pahaa pelkäämätä Lumikki akan etehen asettui uuteen liiviinsä nyörättäväksi, mutta vilppahasti akka liivin pingotti niin piukkahan, ett'ei Lumikki enään saanut hengitetyksi, vaan kuolleena lankesi laattialle.",14.5,3.878980891719745
2,"""Nytpä kauniimmuutesi on ollutta ja mennyttä,"" mutisi vaimo ja riensi tiehensä.",7.0,1.872611464968153
2,"Eihän aikaakaan, jopa ilta-puoleen palasi kotia nuot seitsemän kääpiöä, mutta he vasta pelästyivät nähdessään rakkahan Lumikkinsa makaavan laattialla; ja liikahtamata hän siinä lepäsi, ikään-kuin kuollehena.",14.5,3.878980891719745
